date,sp500,aapl,amzn,avgo,ba,bac,blk,bsx,de,et,ge,goog,gs,jpm,meta,ms,msft,nvda,ph,rok,tsla
7/20/2017,2473.45,37.59,51.44,25.34,210.28,23.94,427.28,27.73,125.6,18.04,160.16,48.41,222.3,91.2,164.53,46.51,74.22,4.19,165.96,166.83,21.99
7/21/2017,2472.54,37.57,51.28,25.31,212.14,23.8,428.65,27.62,125.75,17.66,155.48,48.65,220.18,90.89,164.43,46.59,73.79,4.2,164.54,165.08,21.89
7/24/2017,2469.91,38.02,51.95,25.3,212.18,23.91,428.32,27.62,126.55,17.63,152.6,49.02,218.18,91.28,166,46.71,73.6,4.15,164.4,163.96,22.83
7/25/2017,2477.13,38.19,51.99,25.43,212.46,24.48,431.35,27.58,127.9,17.89,152.66,47.53,221.58,92.8,165.28,47.61,74.19,4.13,165.98,163.1,22.64
7/26/2017,2477.83,38.37,52.64,25.7,233.45,24.21,432.71,27.42,127.82,17.8,153.56,47.39,222.25,91.93,165.61,47.21,74.05,4.18,164.66,162.78,22.92
7/27/2017,2475.42,37.64,52.3,25.09,241,24.11,425.51,27.05,128.44,17.93,154.76,46.7,221.48,91.55,170.44,47.09,73.16,4.04,164.07,164.97,22.3
7/28/2017,2472.1,37.38,51,25.04,241.27,24.03,424,27.01,128.91,17.85,153.2,47.08,223.61,91.28,172.45,46.66,73.04,4.11,164.75,164.47,22.34
7/31/2017,2470.3,37.18,49.39,24.67,242.46,24.12,426.53,26.62,128.28,17.67,153.68,46.52,225.33,91.8,169.25,46.9,72.7,4.06,165.98,165.03,21.56
8/1/2017,2476.35,37.51,49.81,24.84,239.44,24.45,429.98,26.48,129.02,17.99,152.66,46.54,227,93.03,169.86,47.21,72.58,4.11,164.52,163.57,21.3
8/2/2017,2477.57,39.28,49.79,25.34,237.95,24.59,425.55,26.51,128.98,17.8,153.14,46.52,226.27,93.11,169.3,47.33,72.26,4.11,164.3,165.22,21.73
8/3/2017,2472.16,38.89,49.35,25.03,238.25,24.37,426.01,26.74,129.51,17.31,154.58,46.18,223.99,92.5,168.59,47.26,72.15,4.16,165.32,165.53,23.14
8/4/2017,2476.83,39.1,49.38,24.92,237.71,24.97,426.51,26.83,129.75,17.33,154.7,46.4,229.79,93.66,169.62,48.08,72.68,4.18,164.22,164.9,23.79
8/7/2017,2480.91,39.7,49.61,25.24,240.23,24.96,427.87,26.76,129.96,17.3,153.8,46.47,232.92,94.02,171.98,48.31,72.4,4.31,162.39,165.82,23.68
8/8/2017,2474.92,40.02,49.49,25.14,239.5,24.9,428.82,26.51,132.02,16.7,153.38,46.34,232.05,93.68,171.23,47.93,72.79,4.26,161.64,165.6,24.35
8/9/2017,2474.02,40.27,49.1,24.92,234.31,24.74,431.34,26.57,132.41,17.67,154.28,46.15,231.01,93.53,171.18,47.65,72.47,4.3,161.02,165.64,24.24
8/10/2017,2438.21,38.83,47.85,24.07,232.88,24.12,422.69,26.26,127.78,17.23,151.82,45.36,225.5,92.19,167.4,46.3,71.41,4.12,155.76,162.21,23.69
8/11/2017,2441.32,39.37,48.4,24.42,234.88,23.86,424.16,26.41,126.7,16.99,151.22,45.72,224.15,91.42,168.08,45.65,72.5,3.9,157.02,161.66,23.86
8/14/2017,2465.84,39.96,49.16,25.09,237.15,24.42,428.06,26.68,128.57,17.06,152.18,46.13,227.36,92.49,170.75,46.51,73.59,4.21,158.26,163.96,24.25
8/15/2017,2464.61,40.4,49.14,25.37,239.17,24.47,428.25,26.47,127.18,17.71,150.86,46.11,227.59,92.73,171,46.43,73.22,4.17,158.19,164.12,24.16
8/16/2017,2468.11,40.24,48.91,25.34,237.59,24.19,427.07,26.68,126.63,17.11,150.62,46.35,225.61,92.09,170,46.01,73.65,4.13,158.79,164.03,24.19
8/17/2017,2430.01,39.47,48.03,24.7,235.59,23.64,419.94,26.64,123.98,16.75,148.52,45.55,221.42,90.65,166.91,45.09,72.4,4.04,155.57,161.26,23.46
8/18/2017,2425.55,39.38,47.92,24.94,235.77,23.62,416.55,26.89,117.31,16.67,147.32,45.53,222.15,90.74,167.41,45.39,72.49,4.04,155.15,161.38,23.16
8/21/2017,2428.37,39.3,47.66,24.96,235.68,23.38,415.37,26.89,116.52,16.24,146.96,45.33,220.79,90.63,167.78,44.68,72.15,3.98,155.15,160.46,22.52
8/22/2017,2452.51,39.95,48.34,25.52,239.75,23.83,421.37,27.21,117.48,16.52,147.62,46.23,223.58,91.56,169.64,45.57,73.16,4.06,159.13,163.17,22.76
8/23/2017,2444.04,39.99,47.9,25.69,238.09,23.76,418.07,26.84,116.45,16.83,146.36,46.35,222.74,91.67,168.71,45.8,72.72,4.14,157.56,160.01,23.52
8/24/2017,2438.97,39.82,47.62,25.5,238.74,23.84,415.94,26.71,115.44,16.8,145.82,46.06,222.99,91.52,167.74,46,72.69,4.13,156.57,160.13,23.53
8/25/2017,2443.05,39.97,47.26,24.56,235.89,23.77,416.37,26.72,115.84,16.9,146.96,45.79,222.47,91.89,166.32,45.94,72.82,4.1,157.3,159.61,23.2
8/28/2017,2444.24,40.37,47.3,24.32,237.18,23.72,414.34,26.97,115.96,16.86,146.84,45.69,220.35,91.6,167.24,45.48,72.83,4.12,158.41,159.57,23.04
8/29/2017,2446.3,40.73,47.7,24.17,240.49,23.58,414.13,27.05,115.89,16.91,146.66,46.06,219.96,91.1,168.05,45.35,73.05,4.12,159.2,160.38,23.16
8/30/2017,2457.59,40.84,48.38,24.6,240.46,23.87,416.2,27.08,115.49,16.94,145.7,46.48,222.42,91.31,169.92,45.66,74.01,4.14,160.46,162.62,23.55
8/31/2017,2471.65,41,49.03,25.21,239.66,23.89,419.01,27.55,115.93,17.37,147.32,46.97,223.74,90.89,171.97,45.5,74.77,4.24,160.89,164.06,23.73
9/1/2017,2476.55,41.01,48.91,25.27,240.33,24.09,421.78,27.5,116.14,17.76,150.86,46.87,225.88,91.7,172.02,46.19,73.94,4.26,162.83,164.36,23.69
9/5/2017,2457.85,40.52,48.26,24.91,237,23.31,413.65,27.57,115.53,17.73,148.58,46.42,217.78,89.51,170.72,44.91,73.61,4.15,159.76,163.41,23.31
9/6/2017,2465.54,40.48,48.39,24.94,234.62,23.41,412.19,28.22,116.22,17.84,149.54,46.39,218.83,90.11,172.09,45.07,73.4,4.15,160.07,162.32,22.97
9/7/2017,2465.1,40.31,48.97,24.66,236.31,22.97,414.25,28.54,116.33,17.84,144.14,46.8,215.84,88.53,173.21,44.07,74.34,4.16,158.86,162.56,23.37
9/8/2017,2461.43,39.66,48.3,24.41,238.78,22.89,415.95,28.79,117.3,17.78,142.94,46.33,217.21,88.42,170.95,44.01,73.98,4.09,161.33,164.01,22.89
9/11/2017,2488.11,40.38,48.9,24.77,240.59,23.36,424.04,28.95,117.93,17.7,142.34,46.45,221.06,89.79,173.51,45.16,74.76,4.22,165.09,168.84,24.25
9/12/2017,2496.48,40.22,49.13,24.71,240.58,23.95,428.57,29.01,117.26,17.75,143.48,46.6,225.95,90.89,172.96,45.75,74.68,4.24,166.51,169.12,24.18
9/13/2017,2498.37,39.91,49.98,24.62,241.93,24.33,425.52,29.08,117.37,17.75,144.68,46.75,226.56,91.15,173.05,46.22,75.21,4.26,167.95,169.89,24.42
9/14/2017,2495.62,39.57,49.61,24.7,245.23,24.24,425.69,28.97,118.37,17.5,145.58,46.26,226.85,90.97,170.96,46.42,74.77,4.24,167.92,172.15,25.18
9/15/2017,2500.23,39.97,49.34,25.05,249,24.38,428.72,28.93,119.01,17.49,143.6,46.01,225.22,91.62,171.64,46.6,75.31,4.5,169.69,173.73,25.32
9/18/2017,2503.87,39.67,48.71,24.98,253.08,24.7,429.44,28.99,119.89,17.64,146.78,45.75,227.53,92.92,170.01,47.32,75.16,4.69,173.63,175.16,25.67
9/19/2017,2506.65,39.68,48.49,24.98,252.46,24.86,432.39,28.69,123.08,17.76,145.22,46.09,228.91,93.94,172.52,47.67,75.44,4.68,176.09,177.13,25.01
9/20/2017,2508.24,39.02,48.66,24.29,255.46,25.06,434.07,28.84,123.95,17.7,145.94,46.58,229.79,94.6,172.17,47.89,74.94,4.65,176.29,177.58,24.93
9/21/2017,2500.6,38.35,48.23,24.04,256.04,25.16,433.63,28.76,124.78,17.31,148.52,46.62,231.29,95.03,171.11,48.26,74.21,4.52,175.91,177.33,24.43
9/22/2017,2502.22,37.97,47.76,23.92,256.45,25.02,435.49,28.85,123.75,17.33,149.24,46.43,231.03,94.83,170.54,48.22,74.41,4.47,177.11,177.55,23.41
9/25/2017,2496.66,37.64,46.99,23.55,254.32,24.76,437.63,28.75,123.77,17.55,150.68,46.05,230.26,94.12,162.87,47.74,73.26,4.28,176.88,177.67,23
9/26/2017,2496.84,38.28,46.93,23.73,253.7,24.81,434.4,28.68,123.28,17.42,149.6,46.24,229.94,93.7,164.21,47.46,73.26,4.3,173.97,176.98,23.02
9/27/2017,2507.04,38.56,47.54,24.06,255.28,25.41,438.4,28.86,123.32,17.48,146.24,47.22,234.76,95.18,167.68,48.07,73.85,4.39,175.52,177.33,22.73
9/28/2017,2510.06,38.32,47.82,24.29,254.27,25.45,446.11,28.74,123.66,17.41,145.46,47.48,235.47,95.38,168.73,48.15,73.87,4.39,175.82,177.27,22.64
9/29/2017,2519.36,38.53,48.07,24.25,254.21,25.34,447.09,29.17,125.59,17.38,145.1,47.96,237.19,95.51,170.87,48.17,74.49,4.47,175.02,178.21,22.74
10/2/2017,2529.12,38.45,47.96,24.05,255.99,25.62,449.95,29.47,127.29,17.2,147.44,47.66,240.65,96.84,169.47,48.92,74.61,4.47,176.16,180.7,22.77
10/3/2017,2534.58,38.62,47.85,23.95,255.46,25.86,450.79,29.02,128.1,17.44,148.82,47.89,241.62,97.35,169.96,49.28,74.26,4.48,177.15,180.8,23.21
10/4/2017,2537.74,38.37,48.27,24.2,255.76,25.71,457.91,29.24,128.33,17.48,146.9,47.58,240.31,96.36,168.42,49.01,74.69,4.52,177.53,182.35,23.67
10/5/2017,2552.07,38.85,49.04,24.37,258.89,26.13,464.43,29.43,128.01,17.84,147.26,48.5,246.06,97.09,171.24,49.63,75.97,4.52,177.26,182.51,23.69
10/6/2017,2549.33,38.83,49.48,24.57,258.58,26.21,463.22,29.5,128.13,17.92,146.36,48.94,246.02,96.92,172.23,49.76,76,4.53,177.18,182.31,23.79
10/10/2017,2550.64,38.98,49.36,24.6,260.93,25.93,465.49,29.34,128.25,18,140.18,48.63,242.6,97.13,171.59,49.49,76.29,4.72,177.5,182.74,23.71
10/11/2017,2555.24,39.14,49.75,25.04,261.44,25.83,473.93,29.27,127.77,18.24,138.44,49.46,242.4,96.84,172.74,49.18,76.42,4.77,177.56,183.75,23.64
10/12/2017,2550.93,39,50.05,24.87,261.91,25.45,480.59,29.43,128.5,18.2,138.32,49.39,239.8,95.99,172.55,48.59,77.12,4.78,180.08,184.5,23.71
10/13/2017,2553.17,39.25,50.15,24.8,260.74,25.83,475.49,29.44,127.91,18,137.9,49.48,238.53,95.86,173.74,48.3,77.49,4.86,180.4,185.88,23.7
10/16/2017,2557.64,39.97,50.32,24.67,259.75,26.24,477.96,29.16,127.72,17.75,140.18,49.6,242.41,97.84,174.52,48.94,77.65,4.95,181.41,186.41,23.37
10/17/2017,2559.36,40.12,50.46,24.26,258.62,26.2,475.55,29.4,128.69,17.74,139.16,49.61,236.09,97.62,176.11,49.12,77.59,4.94,181.46,186.27,23.72
10/18/2017,2561.26,39.94,49.85,24.4,260.04,26.48,477.5,29.52,128.72,17.45,138.74,49.64,242.03,97.99,176.03,50.15,77.61,4.94,181.66,184.97,23.98
10/19/2017,2562.1,38.99,49.33,24.43,259.04,26.58,476.79,29.57,128.52,17.49,141.5,49.22,239.99,98.11,174.56,49.79,77.91,4.95,182.01,186.44,23.45
10/20/2017,2575.21,39.06,49.15,24.42,264.75,27.17,476.62,29.69,129.15,17.26,143,49.41,244.73,99.51,174.98,50.68,78.81,4.92,184.5,188.5,23.01
10/23/2017,2564.98,39.04,48.31,24.43,262.32,27.16,474.39,29.61,129.59,16.91,133.94,48.42,242.13,99.34,171.27,50.61,78.83,4.92,182.87,187.67,22.47
10/24/2017,2569.13,39.27,48.8,24.77,266,27.68,473.72,29.8,131.02,16.82,131.36,48.53,244.84,100.92,171.8,51.07,78.86,4.97,184.46,188.68,22.49
10/25/2017,2557.15,39.1,48.65,24.58,258.42,27.63,469.15,29.61,130.56,16.1,129.02,48.67,241.71,101.02,170.6,50.53,78.63,4.84,183.68,187.07,21.72
10/26/2017,2560.4,39.35,48.62,24.38,259.27,27.74,473.48,28.82,132.14,16.72,127.94,48.63,241.72,101.74,170.63,50.77,78.76,4.89,184.83,188.03,21.74
10/27/2017,2581.07,40.76,55.05,25.29,256.46,27.8,475.13,28.5,133.25,17.67,124.76,50.96,241.71,101.77,177.88,51.16,83.81,5.05,183.88,188.78,21.39
10/30/2017,2572.83,41.68,55.54,26.12,259.25,27.6,472.29,28.16,132.3,17.69,122.48,50.86,240.89,101.41,179.87,50.46,83.89,5.1,181.94,187,21.34
10/31/2017,2575.26,42.26,55.26,26.39,257.98,27.39,470.83,28.14,132.88,17.75,120.98,50.83,242.48,100.61,180.06,50,83.18,5.17,182.61,200.82,22.1
11/1/2017,2579.36,41.72,55.18,25.93,258.5,27.53,469.29,27.85,134.27,17.92,120.14,51.27,244.26,100.92,182.66,49.63,83.18,5.18,181.99,195.16,21.41
11/2/2017,2579.85,42.03,54.71,25.95,262.63,27.87,474.92,27.44,134.44,17.51,119.66,51.28,246.88,101.59,178.92,50.42,84.05,5.15,187.12,199.22,19.95
11/3/2017,2587.84,43.12,55.58,27.36,261.75,27.82,479.11,27.86,135.03,17.79,120.86,51.62,244.4,101.41,178.92,50.02,84.14,5.22,185.38,198.38,20.41
11/6/2017,2591.13,43.56,56.03,27.75,264.07,27.75,475.61,27.81,135.31,18.07,120.8,51.3,243.49,100.78,180.17,50.14,84.47,5.24,184.62,196.83,20.19
11/7/2017,2590.64,43.7,56.16,27.13,266.13,27.18,473.37,27.96,135.71,18.7,121.28,51.67,239.81,98.75,180.25,49.39,84.27,5.3,185.47,200.83,20.4
11/8/2017,2594.38,44.06,56.64,27.24,265.57,26.79,472.2,28.1,134.64,17.79,120.74,51.99,241.25,97.64,179.56,49.04,84.56,5.23,184.87,193.78,20.29
11/9/2017,2584.62,43.97,56.46,26.56,262.7,26.49,466.6,28.59,131.28,17.51,119.96,51.56,240.79,97.63,179.3,48.82,84.09,5.13,182.34,189.81,20.2
11/10/2017,2582.3,43.67,56.27,26.5,260.85,26.51,465.83,28.36,132.23,17.47,122.96,51.4,240.15,97.51,178.46,48.76,83.87,5.4,182.23,192.61,20.2
11/13/2017,2584.84,43.49,56.46,26.5,262.42,26.4,465.11,28.45,131.91,16.72,114.14,51.29,240.27,97.86,178.77,48.63,83.93,5.32,181.3,192.54,21.03
11/14/2017,2578.87,42.84,56.84,26.33,261.76,26.24,470.45,28.32,132.88,16.65,107.41,51.3,237.24,97.27,178.07,48.38,84.05,5.35,179.67,191.58,20.58
11/15/2017,2564.62,42.27,56.33,26.56,262.86,26.79,470.5,28.01,132.27,16.38,109.57,51.05,237.61,98.19,177.95,48.1,82.98,5.25,179.73,188.73,20.75
11/16/2017,2585.64,42.77,56.86,27.21,263.7,26.76,474.02,28.28,134.61,16.64,109.51,51.62,239.37,98.47,179.59,48.6,83.2,5.29,182.3,193.61,20.83
11/17/2017,2578.85,42.54,56.49,27.19,262.26,26.62,473.99,28.26,135.77,16.31,109.27,50.95,238.02,98.14,179,48.7,82.4,5.28,182.34,194.36,21
11/20/2017,2582.14,42.49,56.32,27.49,264.63,26.74,474.77,28.35,136.92,16.18,107.89,50.92,238.13,99.01,178.74,49.11,82.53,5.35,182.9,194.23,20.58
11/21/2017,2599.03,43.28,56.97,27.66,266.99,26.73,481.36,28.8,139.23,16.05,106.99,51.72,238.02,98.93,181.86,49.38,83.72,5.4,184.29,193.02,21.19
11/22/2017,2597.08,43.74,57.81,27.54,265.15,26.66,478.94,28.47,145.25,16.17,108.91,51.8,236.43,98.64,180.87,49.09,83.11,5.37,184.61,191.02,20.84
11/24/2017,2602.42,43.74,59.3,28.24,265.88,26.59,479.74,28.66,145.5,16.23,109.15,52.03,235.95,98.32,182.78,49.06,83.26,5.42,183.28,191.48,21.04
11/27/2017,2601.42,43.52,59.79,28.46,265.58,26.59,481.96,28.51,148.77,16.1,108.73,52.71,235.11,97.93,183.03,49,83.87,5.35,183.81,191.04,21.12
11/28/2017,2627.04,43.27,59.68,27.74,267.99,27.64,493.06,26.39,149.38,16.06,110.48,52.37,239.41,101.36,182.42,50.4,84.88,5.27,185.73,197.13,21.17
11/29/2017,2626.07,42.37,58.06,27.15,269.3,28.28,500.82,25.95,148.44,15.79,110.9,51.08,241.36,103.73,175.13,51.32,83.34,4.91,184.32,190.13,20.5
11/30/2017,2647.58,42.96,58.84,27.79,276.8,28.17,501.19,26.28,149.86,16.2,109.76,51.07,247.64,104.52,177.18,51.61,84.17,5.02,187.49,193.08,20.59
12/1/2017,2642.22,42.76,58.12,27.16,271.38,28.1,502.08,26.15,149.94,16.42,107.29,50.51,248.95,104.79,175.1,51.95,84.26,4.94,187.05,190.46,20.44
12/4/2017,2639.44,42.45,56.7,26.36,277.97,29.06,513.5,24.9,150.97,16.73,107.71,49.93,250.65,106.95,171.47,52.68,81.08,4.67,185.85,190.78,20.35
12/5/2017,2629.57,42.41,57.08,26.16,275.54,28.93,512.12,24.94,150.67,16.59,106.57,50.26,248.33,105.72,172.83,52.01,81.59,4.69,184.31,187.68,20.25
12/6/2017,2629.27,42.25,57.62,26.39,278.27,28.64,511.82,25.24,149.45,16.27,105.97,50.92,245.95,104.93,176.06,51.69,82.78,4.73,186.33,190.59,20.88
12/7/2017,2636.98,42.33,57.99,26.39,281.97,28.78,512.41,25.04,151.11,16.27,106.27,51.55,248.56,104.62,180.14,52.35,82.49,4.8,191.33,192.26,20.75
12/8/2017,2651.5,42.34,58.1,25.99,285.9,29.05,515.49,25.77,151.58,16.07,106.27,51.85,250.35,105.93,179,52.89,84.16,4.79,192.98,192.86,21.01
12/11/2017,2659.99,43.17,58.45,26,283.16,28.94,512.13,25.5,151.33,16.03,105.91,52.05,250.13,105.62,179.04,52.77,85.23,4.87,191.94,191.47,21.93
12/12/2017,2664.11,42.92,58.25,25.87,289.94,29.32,517.73,25.61,151.07,16.33,107.47,52.02,257.68,106.85,176.96,53.85,85.58,4.77,191.86,190.75,22.74
12/13/2017,2662.85,43.07,58.21,26.2,291.84,28.84,512.55,25.71,151.95,16.5,106.57,52.03,255.56,105.51,178.3,53.18,85.35,4.65,194.71,191.46,22.6
12/14/2017,2652.01,43.05,58.71,25.93,293.88,28.73,506.75,25.62,149.44,16.7,105.85,52.46,255.48,104.66,178.39,52.64,84.69,4.66,191.7,189.45,22.53
12/15/2017,2675.81,43.49,58.96,26.57,293.94,29.04,511.87,25.78,150.87,16.77,106.93,53.21,257.17,106.14,180.18,53.1,86.85,4.79,194.26,190.93,22.9
12/18/2017,2690.16,44.1,59.53,26.44,296.14,29.48,518.86,25.78,154.04,17,106.57,53.86,260.02,106.96,180.82,53.24,86.38,4.95,198.13,192.83,22.59
12/19/2017,2681.47,43.63,59.37,26.37,297.25,29.45,515.82,25.49,154.48,16.86,105.55,53.53,256.48,106.51,179.51,52.93,85.83,4.9,198.07,193.84,22.07
12/20/2017,2679.25,43.59,58.88,26.56,297.9,29.48,514.55,25.37,154.37,16.82,104.71,53.25,255.18,106.14,177.89,52.51,85.52,4.92,199.06,193.07,21.93
12/21/2017,2684.57,43.75,58.74,26.15,295.03,29.82,513.59,25.14,155.86,16.81,104.83,53.18,261.01,107.83,177.45,52.88,85.5,4.9,199.69,194.14,22.11
12/22/2017,2683.34,43.75,58.42,26.23,295.1,29.88,512.12,25.1,157.53,16.85,105.01,53.01,258.97,107.45,177.2,52.72,85.51,4.88,199.25,194.57,21.68
12/26/2017,2680.5,42.64,58.84,25.81,295.36,29.78,513.72,25.13,158.75,17.04,104.59,52.84,257.72,107.02,175.99,52.47,85.4,4.94,198.94,194.53,21.15
12/27/2017,2682.62,42.65,59.11,25.91,295.62,29.73,514.32,25.2,158.58,17,104.29,52.47,255.95,107.22,177.62,52.57,85.71,4.93,198.91,195.99,20.78
12/28/2017,2687.54,42.77,59.3,26.04,296.35,29.8,517.98,25.19,157.7,17.19,104.17,52.41,256.5,107.79,177.92,52.65,85.72,4.93,199.21,197.53,21.02
12/29/2017,2673.61,42.31,58.47,25.69,294.91,29.52,513.71,24.79,156.51,17.26,104.71,52.32,254.76,106.94,176.46,52.47,85.54,4.84,199.58,196.35,20.76
1/2/2018,2695.81,43.06,59.45,26.7,296.84,29.9,508.97,25.28,158.01,17.74,107.89,53.25,255.67,107.95,181.42,52.19,85.95,4.98,199.88,197.66,21.37
1/3/2018,2713.06,43.06,60.21,26.99,297.8,29.8,514.34,25.56,158.73,17.82,108.91,54.12,253.29,108.06,184.67,52.33,86.35,5.31,201.51,200.55,21.15
1/4/2018,2723.99,43.26,60.48,27,296.67,30.19,521.13,25.32,159.64,17.56,111.2,54.32,256.83,109.04,184.33,53.13,87.11,5.34,202.43,199.66,20.97
1/5/2018,2743.15,43.75,61.46,27.16,308.84,30.33,525.57,25.97,160.32,17.28,111.26,55.11,255.52,108.34,186.85,53.11,88.19,5.38,203.81,199.97,21.11
1/8/2018,2747.71,43.59,62.34,27.23,310.15,30.12,529.49,25.81,161.11,17.29,109.7,55.35,251.81,108.5,188.28,52.89,88.28,5.55,205.55,202.01,22.43
1/9/2018,2751.29,43.58,62.63,26.85,318.43,30.27,533.94,27.96,165.6,17.3,111.38,55.31,253.94,109.05,187.87,53.3,88.22,5.55,207.32,202.75,22.25
1/10/2018,2748.23,43.57,62.72,26.28,320.26,30.55,531.57,27.52,164.94,17.31,113.59,55.13,254.33,110.25,187.84,53.93,87.82,5.59,206.61,202.13,22.32
1/11/2018,2767.56,43.82,63.83,26.35,328.12,30.66,537.92,27.43,167.46,17.83,114.14,55.28,255.13,110.84,187.77,54.2,88.08,5.6,208.35,206.14,22.53
1/12/2018,2786.24,44.27,65.26,26.43,336.21,31.19,555.53,27.46,169.3,18.03,112.58,56.11,257.03,112.67,179.37,55.12,89.6,5.57,210.04,207.92,22.41
1/16/2018,2776.42,44.05,65.24,26.32,335.16,31.24,563,26.98,167.54,18.28,109.27,56.09,258.46,112.27,178.39,54.6,88.35,5.5,209.91,205.02,22.67
1/17/2018,2802.56,44.77,64.75,26.58,351.01,31.18,576.51,27.25,167.43,18.21,104.11,56.6,253.65,112.99,177.6,55.35,90.14,5.62,210.8,206.56,23.14
1/18/2018,2798.03,44.81,64.67,26.98,340.16,31.48,579.22,27.4,167.9,17.9,100.63,56.49,250.97,113.26,179.8,55.84,90.1,5.61,210.54,205.05,22.97
1/19/2018,2810.3,44.62,64.73,26.64,337.73,31.72,590.26,27.65,170.32,17.91,97.57,56.88,256.12,113.01,181.29,57.46,90,5.75,210.94,203.51,23.33
1/22/2018,2832.97,44.25,66.37,26.21,338,31.94,593.26,27.71,170.38,18.54,97.03,57.79,261.52,114.33,185.37,57.36,91.61,5.84,210.23,203.93,23.44
1/23/2018,2839.13,44.26,68.13,26.29,335.59,31.92,589.68,27.82,168.66,19.18,101.35,58.5,260.09,114.21,189.35,56.91,91.9,5.97,209.33,204.69,23.52
1/24/2018,2837.54,43.55,67.88,25.69,334.69,32.09,587.67,27.91,169.6,18.91,98.65,58.21,265.68,115.67,186.55,57.24,91.82,5.89,208.83,200.47,23.06
1/25/2018,2839.25,42.78,68.9,24.73,343.11,32.09,575.5,28.26,169.13,18.9,97.09,58.52,269.03,115.7,187.48,56.81,92.33,5.91,207.51,199.71,22.51
1/26/2018,2872.87,42.88,70.1,25.08,343.22,32.2,586.8,28.42,171.49,18.95,96.79,58.79,268.14,116.32,190,57.6,94.06,6.08,209.66,203.01,22.86
1/29/2018,2853.53,41.99,70.88,24.55,340.82,32.28,574.42,28.33,169.18,18.51,97.69,58.78,272.48,116.2,185.98,57.45,93.92,6.17,206.47,199.78,23.3
1/30/2018,2822.43,41.74,71.89,24.1,337.71,31.88,562.29,28.03,168.51,18.19,95.71,58.18,268.94,115.11,187.12,56.6,92.74,6.07,204.65,199.78,23.05
1/31/2018,2823.81,41.86,72.54,24.8,354.37,32,561.8,27.96,166.42,18.3,97.03,58.5,267.89,115.67,186.89,56.55,95.01,6.14,201.42,197.29,23.62
2/1/2018,2821.98,41.95,69.5,23.88,356.94,32.5,565.19,27.63,167.85,18.18,96.13,58.38,272.23,116.87,193.09,57.45,94.26,6.01,193.47,199.19,23.28
2/2/2018,2762.13,40.12,71.5,23.55,348.91,31.95,548.32,27.39,164.96,17.48,93.85,55.59,260.04,114.28,190.28,55.48,91.78,5.84,190.64,194.02,22.92
2/5/2018,2648.94,39.12,69.5,22.81,328.88,30.26,524.97,26.4,157.02,17,89.47,52.79,249.11,108.8,181.26,52.55,88,5.34,182,184.56,22.21
2/6/2018,2695.14,40.76,72.14,24.04,340.91,31.2,535.22,26.72,161.88,17.48,91.63,54.03,258.7,112.11,185.31,54.33,91.33,5.64,186.92,188.57,22.26
2/7/2018,2681.66,39.88,70.84,23.74,348.12,31.25,532.26,26.32,161.44,17.33,91.51,52.43,257.1,112.87,180.18,54.55,89.61,5.72,183.31,188.78,23
2/8/2018,2581,38.79,67.53,22.96,329.66,29.74,509.38,25.2,153.66,16.6,86.71,50.08,246.35,107.88,171.58,51.79,85.01,5.44,174.51,178.73,21.02
2/9/2018,2619.55,39.1,66.98,23.55,332.83,30.33,521.51,25.92,154.93,16.62,89.65,51.89,249.3,110.04,176.11,52.14,88.18,5.8,176.89,183.04,20.69
2/12/2018,2656,40.68,69.31,24.44,343.8,31.12,525.38,26.18,159.21,17.04,88.93,52.6,253.16,111.74,176.41,53.43,89.13,5.7,180.98,186.3,21.05
2/13/2018,2662.94,41.09,70.73,24.59,343.16,31.18,521.27,26.11,161.3,17.34,88.03,52.6,255.53,112.43,173.15,53.39,89.83,5.82,179.83,184.44,21.58
2/14/2018,2698.63,41.84,72.55,24.77,344.85,32,539.94,26.81,163.28,17.37,89.41,53.48,262.58,115.03,179.52,55.05,90.81,6.04,183.89,187.09,21.49
2/15/2018,2731.2,43.25,73.09,25.18,356.46,32.21,540.65,27.09,166.81,17.16,89.11,54.48,267.68,115.51,179.96,55.4,92.66,6.16,184.63,187.58,22.27
2/16/2018,2732.22,43.11,72.43,24.89,355.04,31.97,541.1,27.2,169.44,16.76,90.31,54.74,267.62,114.68,177.36,55.14,92,6.1,183.22,185.56,22.37
2/20/2018,2716.26,42.96,73.42,24.96,353.35,31.93,542.6,26.83,164.77,16.51,88.45,55.12,264.89,114.71,176.01,55.06,92.72,6.23,181.61,184.67,22.32
2/21/2018,2701.33,42.77,74.15,24.86,352.37,31.87,543.56,26.77,162.09,16.26,86.95,55.57,263.4,115.19,177.91,55.1,91.49,6.04,181.3,183.95,22.22
2/22/2018,2703.96,43.12,74.27,24.93,355.92,31.69,539.53,26.48,164.16,16.67,87.73,55.33,261.43,114.98,178.99,54.86,91.73,6.05,183.92,185.29,23.08
2/23/2018,2747.3,43.88,75,25.37,356.66,32.03,549.75,27.2,166.24,16.7,86.95,56.34,266.77,117.31,183.29,56.07,94.06,6.15,183.57,185.47,23.47
2/26/2018,2779.6,44.74,76.1,25.3,363.48,32.42,563.97,27.62,167.46,16.34,87.91,57.19,271.26,118.77,184.93,57.01,95.42,6.16,185.55,188.37,23.83
2/27/2018,2744.28,44.6,75.6,25.18,364.64,32.33,552.77,27.45,163.58,15.95,87.01,55.91,267.93,117.36,181.46,56.72,94.2,6.15,181.89,184.6,23.4
