date,sp500,aapl,amzn,avgo,ba,bac,blk,bsx,de,et,ge,goog,gs,jpm,meta,ms,msft,nvda,ph,rok,tsla
3/28/2014,1857.62,19.17,16.91,6.41,124.46,16.98,310.89,13.2,88.75,23.36,155.3,27.92,162.3,60.04,60.01,30.91,40.3,0.45,119.24,124.25,14.16
3/31/2014,1872.34,19.17,16.82,6.44,125.49,17.2,314.48,13.52,90.8,23.38,155.36,27.77,163.85,60.71,60.24,31.17,40.99,0.45,119.71,124.55,13.9
4/1/2014,1885.52,19.34,17.15,6.5,128.21,17.34,316.89,13.62,91.39,23.81,155.24,28.28,165.92,60.67,62.62,31.21,41.42,0.47,121.99,124.84,14.46
4/2/2014,1890.9,19.38,17.1,6.46,128.31,17.23,318.55,13.69,91.9,23.95,156.26,28.27,167.27,60.48,62.72,31.41,41.35,0.46,123.75,126.1,15.35
4/3/2014,1888.77,19.24,16.68,6.39,128.78,17.15,314.64,13.77,92.06,23.98,157.4,28.41,166.09,60.66,59.49,30.95,41.01,0.47,123.26,126.88,15.03
4/4/2014,1865.09,18.99,16.15,6.18,127.38,16.72,308.92,13.5,91.83,23.71,156.14,27.08,163.24,59.81,56.75,30.37,39.87,0.45,121.8,124.51,14.15
4/7/2014,1845.04,18.7,15.89,6.04,125.59,16.38,303.89,13.22,91.15,23.03,155.12,26.83,158.56,59,56.95,29.52,39.8,0.46,119.3,121.99,13.83
4/8/2014,1851.96,18.69,16.35,6.02,124.15,16.44,302.4,12.91,92.54,23.19,154.52,27.67,156.56,58.85,58.19,29.53,39.82,0.47,119.67,122.97,14.36
4/9/2014,1872.18,18.94,16.59,6.25,126.88,16.62,308.32,13.54,93.38,24.2,155.72,28.13,158.16,59.27,62.41,30.22,40.47,0.47,122.53,123.94,14.46
4/10/2014,1833.08,18.7,15.86,5.99,123.64,16.12,295.95,12.93,92.74,23.93,153.5,26.97,155.98,57.4,59.16,29.25,39.36,0.46,119.82,121.57,13.61
4/11/2014,1815.69,18.56,15.59,5.85,122.07,15.77,293.71,12.69,92.01,23.91,152.6,26.46,152.72,55.3,58.53,28.47,39.21,0.45,119.14,120.8,13.59
4/14/2014,1830.61,18.63,15.8,5.88,123.25,16,298.47,13.31,92.44,23.91,154.28,26.55,154.74,54.96,58.89,29.06,39.18,0.46,120.33,121.45,13.21
4/15/2014,1842.98,18.5,15.8,5.89,124.27,16.39,300.71,13.35,92.34,24.12,154.94,26.75,154.92,54.8,59.09,29.55,39.75,0.46,121.27,122.43,12.93
4/16/2014,1862.31,18.54,16.18,5.93,126.04,16.13,310.15,13.5,93.15,24.18,156.74,27.75,157.22,55.26,59.72,29.89,40.4,0.46,124.22,125.7,13.27
4/17/2014,1864.85,18.75,16.25,6.09,127.92,16.15,308.38,13.65,93.4,24.18,159.38,26.73,157.44,55.22,58.94,30.76,40.01,0.46,125.35,127.02,13.21
4/21/2014,1871.89,18.97,16.54,6.19,127.82,16.09,305.88,13.72,93.12,24.27,159.56,26.36,157.8,55.03,61.24,30.98,39.94,0.47,125.19,127.75,13.63
4/22/2014,1879.55,18.99,16.47,6.34,127.55,16.29,308.27,13.75,93.34,24.13,159.5,26.67,160.46,55.81,63.03,31.2,39.99,0.47,124.94,127.67,14.58
4/23/2014,1875.39,18.74,16.23,6.46,130.63,16.37,307.6,13.69,93.57,23.87,158.54,26.27,160.45,56.05,61.36,31.04,39.69,0.48,124.77,127.16,13.87
4/24/2014,1878.61,20.28,16.86,6.54,129.86,16.34,303.62,13.75,93.89,23.74,158.78,26.19,160.85,56.19,60.87,30.94,39.86,0.48,124.46,127.64,13.86
4/25/2014,1863.4,20.43,15.19,6.23,128.66,15.95,300.45,13.38,93.14,23.43,159.62,25.74,158.24,55.7,57.71,30.58,39.91,0.47,122.4,125.1,13.32
4/28/2014,1869.43,21.22,14.83,6.08,127.04,14.95,298.5,13.58,92.77,23.37,160.7,25.79,156.54,55.49,56.14,29.99,40.87,0.47,122.73,124.53,13.23
4/29/2014,1878.33,21.15,15.02,6.09,128.37,15.24,300.5,12.73,93.73,23.48,160.58,26.31,158.24,56.1,58.15,30.52,40.51,0.47,125.86,115.63,13.79
4/30/2014,1883.95,21.07,15.21,6.35,129.02,15.14,301,12.61,93.34,23.3,161.36,26.26,159.82,55.98,59.78,30.93,40.4,0.46,126.88,119.18,13.86
5/1/2014,1883.68,21.12,15.39,6.35,128.46,15.09,301.05,12.6,93.22,23.4,160.64,26.49,160.37,55.72,61.15,31.22,40,0.46,126.09,120.22,13.85
5/2/2014,1881.14,21.16,15.4,6.43,129.94,15.25,299,12.81,92.92,23.39,160.1,26.32,158.88,55.58,60.46,30.69,39.69,0.46,125.08,119.57,14.06
5/5/2014,1884.66,21.46,15.5,6.42,131.96,15.08,298.5,13.07,92.69,23.38,159.5,26.32,156.35,54.22,61.22,30.07,39.43,0.47,124.27,119.84,14.44
5/6/2014,1867.72,21.23,14.87,6.73,130.83,14.73,296.31,12.95,92.77,23.64,157.16,25.69,154.54,53.34,58.53,29.46,39.06,0.46,123.4,118.82,13.82
5/7/2014,1878.21,21.15,14.64,6.68,130.35,14.8,299,12.77,94.53,24.71,159.2,25.43,155.52,54.05,57.39,29.7,39.42,0.46,123.89,119.58,13.42
5/8/2014,1875.63,21,14.42,6.79,130.57,14.93,300.38,12.8,94.28,24.7,158.66,25.48,157.4,54.36,56.76,29.69,39.64,0.46,124.23,118.35,11.91
5/9/2014,1878.48,20.91,14.61,6.74,131.1,14.74,302.34,12.73,94.34,24.77,158.54,25.87,157.2,54.01,57.24,29.68,39.54,0.45,124.2,117.89,12.15
5/12/2014,1896.65,21.17,15.14,6.91,132.6,15.07,304.58,12.93,93.65,25.09,161.12,26.42,159.55,54.65,59.83,30.33,39.97,0.46,126.48,121.42,12.31
5/13/2014,1897.45,21.21,15.23,6.88,133.45,15.03,302.96,12.8,93.61,25.05,161.54,26.58,160.28,54.62,59.83,30.33,40.42,0.46,126.04,120.69,12.68
5/14/2014,1888.53,21.21,14.88,6.85,132.99,14.84,301.8,12.79,91.7,25.2,160.58,26.26,159.45,54.36,59.23,30.25,40.24,0.45,124.94,119.63,12.71
5/15/2014,1870.85,21.03,14.76,6.79,131.21,14.55,297.02,12.69,91.21,25.07,159.62,25.93,156.64,53.51,57.92,29.77,39.6,0.45,122.56,119.77,12.57
5/16/2014,1877.86,21.34,14.88,6.85,130.81,14.51,297.53,12.8,91.27,25.54,160.04,25.96,156.43,53.31,58.02,30.14,39.83,0.45,123.03,120.19,12.77
5/19/2014,1885.08,21.59,14.84,6.83,131.35,14.67,299,12.83,90.67,24.97,159.68,26.37,157.67,53.83,59.21,30.16,39.75,0.46,123.81,121.42,13.07
5/20/2014,1872.83,21.6,15.06,6.75,129.58,14.53,296.43,12.62,89.95,24.95,157.82,26.42,156.35,53.72,58.56,29.71,39.68,0.46,121.26,118.91,13.02
5/21/2014,1888.03,21.65,15.25,6.84,130.96,14.61,299.9,12.8,89.98,25.07,158.96,26.87,159.35,54.12,60.49,30.01,40.35,0.46,122.47,119.6,13.3
5/22/2014,1892.49,21.69,15.25,6.87,131.84,14.71,300.57,12.68,89.99,25.39,159.08,27.18,159.85,54.55,60.52,30.39,40.1,0.46,121.88,119.88,13.66
5/23/2014,1900.53,21.93,15.61,7.05,132.41,14.72,300.69,12.83,89.98,25.71,159.08,27.56,160.16,54.53,61.35,30.49,40.12,0.46,123.1,121.26,13.82
5/27/2014,1911.91,22.34,15.54,7.09,134.17,15.22,304.63,12.95,90.92,25.52,159.44,28.22,161.77,55.14,63.48,31.12,40.19,0.47,124.79,122.29,14.1
5/28/2014,1909.78,22.29,15.51,7.01,134.33,15.14,301.47,13.15,90.91,25.55,159.98,28.01,161.19,55.45,63.51,30.93,40.01,0.47,124.39,121.14,14.02
5/29/2014,1920.03,22.69,15.69,7.08,135.14,15.15,304.82,12.99,91.1,25.34,160.46,27.93,160.74,55.72,63.83,31.13,40.34,0.47,124.67,120.37,14.02
5/30/2014,1923.57,22.61,15.63,7.07,135.25,15.14,304.9,12.83,91.17,25.48,160.76,27.92,159.81,55.57,63.3,30.86,40.94,0.47,125.23,121.08,13.85
6/2/2014,1924.97,22.45,15.44,7.16,135.9,15.26,306.03,12.88,91.18,25.82,161,27.62,160.03,55.35,63.08,30.9,40.79,0.47,125.76,122.66,13.65
6/3/2014,1924.24,22.77,15.36,7.14,135.88,15.21,308.61,12.97,90.84,25.64,160.76,27.17,161.8,55.6,62.87,30.85,40.29,0.47,125.72,122.48,13.66
6/4/2014,1927.88,23.03,15.34,7.16,135.33,15.21,310.75,13.05,90.84,26.11,159.32,27.16,162.39,55.68,63.34,31.2,40.32,0.47,125.84,122.35,13.6
6/5/2014,1940.46,23.12,16.18,7.19,136.82,15.43,309.93,13.18,91.3,26.81,160.64,27.62,162.58,56.63,63.19,31.63,41.21,0.47,127.39,125.3,13.79
6/6/2014,1949.44,23.06,16.48,7.16,138.25,15.59,313.96,13.13,92.3,27.14,163.1,27.74,166.19,56.97,62.5,31.95,41.48,0.48,128.2,126.34,13.88
6/9/2014,1951.27,23.43,16.38,7.18,137.96,15.84,314.57,12.76,93,27.39,164.66,28.03,166,57.42,62.88,31.98,41.27,0.48,129.41,127.83,13.69
6/10/2014,1950.79,23.56,16.62,7.19,137.25,15.92,314.7,12.84,92.45,26.96,164.48,27.95,166.36,57.9,65.77,32.08,41.11,0.48,129.52,126.64,13.49
6/11/2014,1943.89,23.46,16.76,7.17,134.1,15.59,311.39,12.87,91.42,26.5,162.92,27.87,165.43,57.27,65.78,31.69,40.86,0.48,128.9,126.17,13.63
6/12/2014,1930.11,23.07,16.3,7.18,132.19,15.42,308.82,12.8,90.47,26.43,161.78,27.49,165.96,57.04,64.29,31.73,40.58,0.49,126.82,125.3,13.57
6/13/2014,1936.16,22.82,16.31,7.14,132.29,15.44,309.45,12.8,90.47,26.2,162.26,27.51,165.89,57.04,64.5,31.59,41.23,0.49,127.17,125.62,13.76
6/16/2014,1937.78,23.05,16.38,7.09,132.54,15.28,309.38,12.92,90.37,26.91,160.94,27.14,165.85,56.87,64.19,31.71,41.5,0.49,127.18,125.66,14.97
6/17/2014,1941.99,23.02,16.28,7.15,132.45,15.59,312.05,12.6,90.6,27.12,161.24,27.08,168.22,57.42,64.4,32.5,41.68,0.49,127.24,126.93,15.44
6/18/2014,1956.98,23.05,16.72,7.12,132.48,15.65,319.85,12.64,91.19,26.91,161.36,27.59,169.86,57.78,65.6,32.66,41.65,0.49,127.99,125.69,15.14
6/19/2014,1959.48,22.96,16.35,7.09,132.82,15.55,318.8,12.66,91.58,26.86,161.6,27.67,169.73,57.3,64.34,32.54,41.51,0.48,127.48,125.34,15.19
6/20/2014,1962.87,22.73,16.21,7.16,132.1,15.45,318.05,12.71,92.04,27.3,161.84,27.74,169.84,57.55,64.5,32.29,41.68,0.47,127.72,127.24,15.31
6/23/2014,1962.61,22.71,16.36,7.12,130.85,15.64,317.92,12.62,91.39,27.45,160.1,28.17,170.24,58.19,65.37,32.52,41.99,0.47,126.99,126.48,15.81
6/24/2014,1949.98,22.57,16.21,7.07,129.15,15.49,316.26,12.58,90.63,27.16,159.5,28.15,168.23,57.42,65.72,32.03,41.74,0.46,125.71,124.28,15.5
6/25/2014,1959.53,22.59,16.37,7.16,127.06,15.47,317,12.7,90.74,29.08,158.54,28.85,168.38,57.53,67.44,32.23,42.03,0.47,125.92,124.74,15.79
6/26/2014,1957.22,22.73,16.28,7.1,128.02,15.41,315.22,12.63,90.41,29,157.76,28.72,168.01,57.39,67.13,31.89,41.72,0.46,125.65,124.71,15.71
6/27/2014,1960.96,23,16.23,7.09,128.54,15.33,317.09,12.76,90.82,29.2,158.6,28.78,166.78,57.53,67.6,31.55,42.25,0.46,125.63,125.84,15.94
6/30/2014,1960.23,23.23,16.24,7.21,127.23,15.37,319.6,12.77,90.55,29.47,157.7,28.69,167.44,57.62,67.29,32.33,41.7,0.46,125.73,125.16,16
7/1/2014,1973.32,23.38,16.62,7.4,128.15,15.6,322.38,12.99,90.08,29.48,158.42,29.05,166.81,57.57,68.06,32.32,41.87,0.47,126.87,125.69,15.98
7/2/2014,1974.62,23.37,16.64,7.43,127.62,15.85,321.87,13.13,90.35,29.27,159.68,29.04,166.89,56.97,66.45,32.49,41.9,0.47,126.25,125.25,15.29
7/3/2014,1985.44,23.51,16.87,7.52,128.51,16.03,323.6,13.11,91.38,29.13,161.18,29.16,169.46,57.05,66.29,32.62,41.8,0.47,127.37,126.19,15.28
7/7/2014,1977.65,23.99,16.68,7.45,129.09,15.94,321.18,13.02,90.79,28.95,160.52,29.03,167.78,56.67,65.29,32.39,41.99,0.47,125.94,125.25,14.84
7/8/2014,1963.71,23.84,16.19,7.34,126.79,15.58,318.31,13,90.12,28.41,158.24,28.48,164.91,55.76,62.76,31.75,41.78,0.46,124.74,124.08,14.6
7/9/2014,1972.83,23.85,16.5,7.42,126.79,15.6,320.96,13.02,89.16,28.58,157.94,28.73,164.67,56.02,64.97,32.01,41.67,0.48,124.48,124.57,14.87
7/10/2014,1964.68,23.76,16.4,7.32,126.79,15.44,315.9,13.1,88.12,28.46,157.22,28.48,163.42,55.56,64.87,31.68,41.69,0.48,122.78,122.93,14.63
7/11/2014,1967.57,23.8,17.31,7.32,128.09,15.38,317.81,13.29,88.53,28.76,159.32,28.88,164.8,55.8,66.34,31.41,42.09,0.48,123.02,123.19,14.54
7/14/2014,1977.1,24.11,17.77,7.4,129.52,15.57,323.26,13.03,88.51,28.67,159.98,29.16,167,56.29,67.9,31.81,42.14,0.48,123.02,123.56,15.11
7/15/2014,1973.28,23.83,17.72,7.34,129.1,15.81,323.74,12.85,88.56,28.67,159.68,29.16,169.17,58.27,67.17,32,42.45,0.48,123.49,123.24,14.64
7/16/2014,1981.57,23.7,17.8,7.37,127.42,15.51,325.17,12.87,89.45,28.9,162.14,29.05,170.47,58.71,67.66,32.5,44.08,0.48,124.62,123.24,14.48
7/17/2014,1958.12,23.27,17.62,7.19,125.88,15.2,317.79,12.46,87.43,28.61,159.68,28.61,170.14,57.86,66.41,32.3,44.53,0.48,121.92,120.67,14.36
7/18/2014,1978.22,23.61,17.93,7.5,127.64,15.49,320.86,12.67,87.63,28.81,158.78,29.67,171.47,58.23,68.42,32.64,44.69,0.46,123.43,122.5,14.67
7/21/2014,1973.63,23.48,17.99,7.54,128.3,15.52,318.62,12.55,87.64,28.84,155.9,29.39,171.72,58.24,69.4,32.55,44.84,0.46,123.01,122.48,14.7
7/22/2014,1983.53,23.68,18.04,7.54,129.74,15.52,319.06,12.85,88.4,29.38,156.14,29.66,175.02,58.67,69.27,32.91,44.83,0.46,123.62,122.96,14.64
7/23/2014,1987.01,24.3,17.91,7.36,126.71,15.52,316.55,13.02,87.45,29.27,155.48,29.72,176.82,59,71.29,33.35,44.87,0.45,123.29,122.64,14.83
7/24/2014,1987.98,24.26,17.93,7.25,124.4,15.62,317.36,13.26,86.98,29.78,155.66,29.59,176.26,59.17,74.98,33.4,44.4,0.45,123.33,122.66,14.9
7/25/2014,1978.34,24.42,16.2,6.99,123.2,15.59,314.91,13.11,86.17,29.89,154.76,29.37,175.4,59.01,75.19,33.24,44.5,0.44,122.93,123.06,14.9
7/28/2014,1978.91,24.75,16.02,7.05,123.06,15.5,316.43,12.97,86.01,29.48,153.56,29.45,175.95,59.19,74.92,33.07,43.97,0.44,121.7,122.37,14.99
7/29/2014,1969.95,24.59,16,6.99,122.32,15.34,314.54,12.89,85.83,29.07,152.72,29.2,175.54,58.64,73.71,32.65,43.88,0.44,117.74,119.97,15
7/30/2014,1970.07,24.54,16.13,7.05,122.29,15.58,314.82,13.14,85.43,28.35,153.86,29.29,175.76,58.91,74.68,33.34,43.58,0.45,117.61,113.33,15.26
7/31/2014,1930.67,23.9,15.65,6.94,120.48,15.25,304.73,12.78,85.11,27.2,150.92,28.5,172.87,57.67,72.65,32.34,43.16,0.44,114.95,111.66,14.89
8/1/2014,1925.15,24.03,15.35,7.04,120.38,14.98,303.45,12.59,84.96,27,152.12,28.23,170.25,56.48,72.36,31.6,42.86,0.44,114.15,111.56,15.55
8/4/2014,1938.99,23.9,15.68,7.13,119.93,15.05,305.37,12.81,85.27,27.71,151.64,28.58,171.69,56.65,73.51,31.83,43.37,0.44,115.57,112.88,15.9
8/5/2014,1920.21,23.78,15.62,7.01,121.27,15,301.1,12.88,85.29,27.2,150.14,28.18,169.42,56.06,72.69,31.41,43.08,0.44,115.02,112.31,15.9
8/6/2014,1920.24,23.74,15.69,7.03,118.34,15.2,304.02,12.85,85.41,27.29,152.66,28.24,169.74,56.23,72.47,31.56,42.74,0.44,109.55,111.77,16.6
8/7/2014,1909.57,23.62,15.57,6.96,119.84,15.12,302.97,12.26,85.37,27.89,153.02,28.09,169.1,55.91,73.17,31.36,43.23,0.44,109.85,111.55,16.83
8/8/2014,1931.59,23.68,15.84,7.04,120.63,15.2,307.8,12.33,86.98,27.86,153.98,28.36,172.26,56.34,73.06,31.95,43.2,0.47,111.56,113.15,16.54
8/11/2014,1936.92,24,15.92,7.08,120.8,15.22,308.44,12.26,87.16,28.11,154.76,28.32,172.46,56.32,73.44,32.08,43.2,0.47,111.76,113.73,17.29
8/12/2014,1933.75,23.99,15.97,7.12,120.47,15.21,310.88,12.37,86.48,28.05,153.68,28.06,172.33,56.35,72.83,32.01,43.52,0.47,112.48,113.26,17.33
8/13/2014,1946.72,24.31,16.31,7.2,121.98,15.25,313,12.48,84.49,28.41,155,28.66,172.37,56.72,73.77,32.02,44.08,0.48,113.19,114.2,17.35
8/14/2014,1955.18,24.38,16.66,7.38,124.11,15.32,314.72,12.58,84.89,28.88,155.3,28.65,172.73,56.98,74.3,32.17,44.27,0.47,113.52,114.81,17.43
8/15/2014,1955.06,24.5,16.68,7.48,123.16,15.22,315.11,12.46,84.8,28.96,153.86,28.6,171.9,56.75,73.63,32.22,44.79,0.48,112.78,114.29,17.47
8/18/2014,1971.74,24.79,16.73,7.54,124.98,15.45,319.73,12.64,86.11,28.46,156.44,29.03,174.55,57.23,74.59,32.61,45.11,0.48,114.57,115.67,17.33
8/19/2014,1981.6,25.13,16.76,7.56,125.58,15.45,321.55,12.59,85.71,28.72,156.32,29.26,173.96,57.56,75.29,32.53,45.33,0.48,115.32,116.28,17.12
8/20/2014,1986.51,25.14,16.79,7.64,127.35,15.52,324.72,12.6,85.87,28.68,158.18,29.14,174.03,57.64,74.81,32.54,44.95,0.48,117.8,117.46,17.05
8/21/2014,1992.37,25.14,16.65,7.63,127.5,16.16,326.29,12.66,86.21,28.71,158.6,29.09,175.15,58.5,74.57,33.03,45.22,0.48,117.05,117.39,16.96
8/22/2014,1988.4,25.33,16.58,7.62,127.46,16.13,326,12.49,84.76,28.57,156.92,29.05,175.47,58.49,74.57,33.47,45.15,0.48,116.15,116.45,17.12
8/25/2014,1997.92,25.39,16.7,7.58,128.33,16.29,332.96,12.46,85.11,29.27,157.22,28.93,177.87,59.34,75.02,34.2,45.17,0.48,117.02,117.35,17.5
8/26/2014,2000.02,25.22,17.09,7.6,128.6,16.33,336.47,12.44,84.1,29.64,156.08,28.81,177.9,59.74,75.96,34.4,45.01,0.49,116.04,116.36,17.45
8/27/2014,2000.12,25.53,17.16,7.62,128.2,16.2,333.55,12.38,83.85,30,156.8,28.47,177.81,59.59,74.63,34.13,44.87,0.48,115.9,116.37,17.55
8/28/2014,1996.74,25.56,17,7.64,127.11,16.01,328.84,12.35,83.97,30.59,156.08,28.38,177.65,59.16,73.86,34.06,44.88,0.48,114.75,116.37,17.59
8/29/2014,2003.37,25.62,16.95,8.21,126.8,16.09,330.53,12.68,84.09,30.32,155.9,28.5,179.11,59.45,74.82,34.31,45.43,0.49,115.5,116.61,17.98
9/2/2014,2002.28,25.82,17.12,8.5,125.48,16.27,328.82,12.59,83.77,30.36,155.12,28.79,179.77,59.67,76.68,34.55,45.09,0.49,116,117.18,18.94
9/3/2014,2000.72,24.73,16.95,8.54,125.94,16.1,331.21,12.44,83.17,31.25,155.72,28.82,179.6,59.7,75.83,34.56,44.96,0.49,115.41,116.49,18.75
9/4/2014,1997.65,24.53,17.3,8.61,125.46,16.11,331.73,12.24,83.11,30.62,155.78,29.02,180.08,59.71,75.95,34.7,45.26,0.5,117.04,116.98,19.07
9/5/2014,2007.71,24.74,17.32,8.79,124.69,16.02,332.74,12.01,82.79,30.97,156.62,29.22,179.75,59.91,77.26,34.63,45.91,0.5,118.05,117.19,18.49
9/8/2014,2001.54,24.59,17.12,8.82,127.98,16.35,332.41,12.32,82.93,30.96,156.5,29.41,180.11,59.89,77.89,34.86,46.47,0.49,117.58,116.57,18.81
9/9/2014,1988.44,24.5,16.49,8.84,128.21,16.14,328.44,12.38,82.25,31.2,155.42,28.97,177.4,59.06,76.67,33.91,46.76,0.49,118.39,115.93,18.57
9/10/2014,1995.69,25.25,16.57,8.9,128.22,16.36,329.86,12.51,81.98,31.33,155.72,29.08,179.87,59.22,77.43,34.33,46.84,0.49,118.44,115.82,18.74
9/11/2014,1997.45,25.36,16.53,8.91,127.64,16.57,328.51,12.54,82.08,31.18,156.14,28.99,181,59.76,77.92,34.73,47,0.49,118.35,116.16,18.69
9/12/2014,1985.54,25.41,16.56,8.79,126.95,16.79,329.07,12.5,81.95,30.23,155.24,28.7,183.17,60.03,77.48,35.01,46.7,0.48,117.78,115.4,18.61
9/15/2014,1984.13,25.41,16.19,8.67,126.31,16.74,326.95,12.39,82.68,29.93,155.54,28.58,183.98,59.94,74.58,35.21,46.24,0.47,117.1,115.49,16.92
9/16/2014,1998.98,25.21,16.39,8.79,127.32,16.71,328.17,12.34,82.93,30.12,157.28,28.92,184.04,59.99,76.08,35.11,46.76,0.48,116.99,116.29,17.38
9/17/2014,2001.57,25.39,16.2,8.77,127.76,16.77,329.74,12.22,83.57,30.2,157.64,29.16,184.82,60.31,76.43,35.56,46.52,0.48,116.61,116.14,17.43
9/18/2014,2011.36,25.45,16.25,8.95,128.58,17.04,333.61,12.42,84.15,30.41,157.28,29.38,187.89,61.32,77,36.13,46.68,0.49,117.26,117.72,17.59
9/19/2014,2010.4,25.24,16.57,8.91,129.35,16.95,331.75,12.41,83.64,31,157.76,29.72,186.2,61.11,77.91,35.76,47.52,0.48,116.63,117.13,17.29
9/22/2014,1994.29,25.27,16.23,8.72,128.61,17.03,327.61,12.33,83.74,30.4,156.5,29.29,185.29,60.91,76.8,35.18,47.06,0.47,114.74,115,16.67
9/23/2014,1982.77,25.66,16.18,8.76,127.38,17.05,325.06,12.17,83.32,29.91,156.14,28.98,185.09,60.94,78.29,35.02,46.56,0.47,113.69,114.27,16.69
9/24/2014,1998.3,25.44,16.41,8.9,128.58,17.18,329,12.15,83.77,30.61,155.6,29.32,187.81,61.63,78.53,34.98,47.08,0.47,114.64,113.3,16.81
9/25/2014,1965.99,24.47,16.1,8.65,127.14,16.85,321.52,11.95,83.13,29.86,153.32,28.67,184.09,60.15,77.22,34.22,46.04,0.46,112.84,111.49,16.46
9/26/2014,1982.85,25.19,16.16,8.75,128.69,17.03,335.07,12.03,82.83,30.45,153.8,28.78,185.12,60.56,78.79,34.65,46.41,0.46,113.87,112.84,16.44
9/29/2014,1977.8,25.03,16.09,8.71,128.77,17.01,330.65,11.92,82.34,31.01,152.54,28.74,183.83,60.33,79,34.5,46.44,0.46,114.03,111.48,16.35
9/30/2014,1972.29,25.19,16.12,8.7,127.38,17.05,328.32,11.81,81.99,30.84,153.74,28.79,183.57,60.24,79.04,34.57,46.36,0.46,114.15,109.88,16.18
10/1/2014,1946.16,24.8,15.87,8.55,124.67,16.82,323.24,11.8,81.55,30.7,150.98,28.34,180.7,59.77,76.55,33.96,45.9,0.46,111.67,109.39,16.02
10/2/2014,1946.17,24.98,15.92,8.32,124.17,16.88,323.59,11.85,81.71,29.5,150.74,28.43,182.88,58.84,77.08,34.28,45.76,0.45,111.13,109.44,16.76
10/3/2014,1967.9,24.91,16.14,8.35,126.36,17.29,327.08,11.93,82.16,29.3,152.42,28.69,188.07,60.3,77.44,35.05,46.09,0.46,112.23,110.3,17.01
10/6/2014,1964.82,24.91,16.11,8.29,126.26,17.29,326.12,11.93,82.84,28.52,151.34,28.79,187.48,60.18,77.56,34.99,46.09,0.45,112.27,108.82,17.37
10/7/2014,1935.1,24.69,15.85,8.1,123.32,16.88,318.85,11.78,80.01,27.95,148.88,28.11,183.8,59.27,76.29,34.02,45.53,0.45,109.71,105.88,17.3
10/8/2014,1968.89,25.2,16.14,8.33,124.98,17.12,324.89,12.14,81.31,28.16,151.52,28.55,186.64,60.4,77.52,34.5,46.78,0.46,112.41,108.06,17.29
10/9/2014,1928.21,25.25,15.77,8.06,122.76,16.59,315.21,11.92,81.15,26.45,148.7,27.97,181.27,59.08,75.91,33.3,45.85,0.45,109.53,102.95,17.13
10/10/2014,1906.13,25.18,15.57,7.14,121.5,16.48,308.87,11.92,80.98,25.77,145.64,27.15,180.38,58.52,72.91,32.94,44.03,0.42,108.98,100.52,15.79
10/14/2014,1877.7,24.69,15.42,7.2,122.29,16.52,306.74,11.56,84.36,23.91,144.62,26.82,178.7,57.99,73.59,33.01,43.73,0.43,104.19,100.97,15.14
10/15/2014,1862.49,24.39,15.3,7.25,120.19,15.76,310.37,11.44,84.93,26.12,145.7,26.43,177.24,55.53,73.21,32.61,43.22,0.44,102.96,100.78,15.31
10/16/2014,1862.76,24.07,15.14,7.56,120.29,16.08,310.69,11.45,84.12,28.37,145.52,26.15,172.58,55.08,72.63,32.53,42.74,0.44,105.1,103.12,15.09
10/17/2014,1886.76,24.42,15.18,7.71,123.24,16.21,315.68,11.37,83.29,28.82,148.94,25.49,176.91,56.2,75.95,33.22,43.63,0.44,104.42,105.17,15.17
10/20/2014,1904.01,24.94,15.31,7.8,124.31,16.26,313.13,11.61,82.2,28.86,150.2,25.97,177.84,56.63,76.95,33.32,44.08,0.44,106.83,105.12,15.36
10/21/2014,1941.28,25.62,15.77,8.24,127.12,16.6,319.16,12.03,83.78,29.62,152.72,26.25,180.18,57.93,78.69,34.06,44.88,0.46,111.29,108.96,15.69
10/22/2014,1927.11,25.75,15.65,8.09,121.45,16.4,315.88,12.32,83.42,29.12,151.16,26.56,176.83,57.45,78.37,33.43,44.38,0.45,109.14,105.13,15.41
10/23/2014,1950.82,26.21,15.66,8.14,122.03,16.6,322.08,12.71,85.17,28.86,152.66,27.12,180.06,58.06,80.04,33.96,45.02,0.46,116.39,107.67,15.69
10/24/2014,1964.58,26.3,14.35,8.19,122.24,16.72,324.87,12.99,85.43,28.64,153.86,26.92,183.35,58.74,80.67,34.32,46.13,0.46,116.57,109.31,15.68
10/27/2014,1961.63,26.28,14.5,8.16,122.12,16.59,324.79,13.1,84.58,27.7,153.14,26.96,183.91,58.64,80.28,33.96,45.91,0.46,117.24,107.94,14.78
10/28/2014,1985.05,26.68,14.78,8.42,123.61,16.8,329.38,13.21,85.49,28.5,155.3,27.37,186.32,59.63,80.77,34.36,46.49,0.47,122.95,110.88,16.18
10/29/2014,1982.3,26.84,14.71,8.49,123.08,16.99,331.99,13.14,85.15,28.96,153.98,27.39,186.08,59.29,75.86,34.39,46.62,0.47,123.97,109.22,15.87
10/30/2014,1994.65,26.75,14.95,8.24,123.82,17.03,333.23,13.18,85.23,28.98,154.04,27.44,186.97,59.39,74.11,34.52,46.05,0.47,124.67,110.25,15.91
10/31/2014,2018.05,27,15.27,8.62,124.91,17.16,341.11,13.28,85.54,29.18,154.88,27.88,189.99,60.48,74.99,34.95,46.95,0.49,127.03,112.35,16.11
11/3/2014,2017.81,27.35,15.29,8.63,126.03,17.27,338.8,13.3,85,29.68,154.22,27.68,190.83,60.88,73.88,34.71,47.44,0.5,126.77,110.84,16.17
