Date,GOOG
11/28/2023,138.62
11/27/2023,138.05
11/24/2023,138.22
11/22/2023,140.02
11/21/2023,138.62
11/20/2023,137.92
11/17/2023,136.94
11/16/2023,138.7
11/15/2023,136.38
11/14/2023,135.43
11/13/2023,133.64
11/10/2023,134.06
11/9/2023,131.69
11/8/2023,133.26
11/7/2023,132.4
11/6/2023,131.45
11/3/2023,130.37
11/2/2023,128.58
11/1/2023,127.57
10/31/2023,125.3
10/30/2023,125.75
10/27/2023,123.4
10/26/2023,123.44
10/25/2023,126.67
10/24/2023,140.12
10/23/2023,137.9
10/20/2023,136.74
10/19/2023,138.98
10/18/2023,139.28
10/17/2023,140.99
10/16/2023,140.49
10/13/2023,138.58
10/12/2023,140.29
10/11/2023,141.7
10/10/2023,139.2
10/9/2023,139.5
10/6/2023,138.73
10/5/2023,135.99
10/4/2023,136.27
10/3/2023,133.3
10/2/2023,135.17
9/29/2023,131.85
9/28/2023,133.13
9/27/2023,131.46
9/26/2023,129.45
9/25/2023,132.17
9/22/2023,131.25
9/21/2023,131.36
9/20/2023,134.59
9/19/2023,138.83
9/18/2023,138.96
9/15/2023,138.3
9/14/2023,138.99
9/13/2023,137.5
9/12/2023,136.07
9/11/2023,137.74
9/8/2023,137.2
9/7/2023,136.2
9/6/2023,135.37
9/5/2023,136.71
9/1/2023,136.8
8/31/2023,137.35
8/30/2023,136.93
8/29/2023,135.49
8/28/2023,131.79
8/25/2023,130.69
8/24/2023,130.42
8/23/2023,133.21
8/22/2023,129.69
8/21/2023,128.93
8/18/2023,128.11
8/17/2023,130.46
8/16/2023,129.11
8/15/2023,130.27
8/14/2023,131.83
8/11/2023,130.17
8/10/2023,130.21
8/9/2023,130.15
8/8/2023,131.84
8/7/2023,131.94
8/4/2023,128.54
8/3/2023,128.77
8/2/2023,128.64
8/1/2023,131.89
7/31/2023,133.11
7/28/2023,133.01
7/27/2023,129.87
7/26/2023,129.66
7/25/2023,122.79
7/24/2023,121.88
7/21/2023,120.31
7/20/2023,119.53
7/19/2023,122.78
7/18/2023,124.08
7/17/2023,125.06
7/14/2023,125.7
7/13/2023,124.83
7/12/2023,119.62
7/11/2023,117.71
7/10/2023,116.87
7/7/2023,120.14
7/6/2023,120.93
7/5/2023,122.63
7/3/2023,120.56
6/30/2023,120.97
6/29/2023,120.01
6/28/2023,121.08
6/27/2023,119.01
6/26/2023,119.09
6/23/2023,123.02
6/22/2023,123.87
6/21/2023,121.26
6/20/2023,123.85
6/16/2023,124.06
6/15/2023,125.79
6/14/2023,124.38
6/13/2023,124.43
6/12/2023,124.35
6/9/2023,122.87
6/8/2023,122.67
6/7/2023,122.94
6/6/2023,127.91
6/5/2023,126.63
6/2/2023,125.23
6/1/2023,124.37
5/31/2023,123.37
5/30/2023,124.64
5/26/2023,125.43
5/25/2023,124.35
5/24/2023,121.64
5/23/2023,123.29
5/22/2023,125.87
5/19/2023,123.25
5/18/2023,123.52
5/17/2023,121.48
5/16/2023,120.09
5/15/2023,116.96
5/12/2023,117.92
5/11/2023,116.9
5/10/2023,112.28
5/9/2023,107.94
5/8/2023,108.24
5/5/2023,106.21
5/4/2023,105.21
5/3/2023,106.12
5/2/2023,105.98
5/1/2023,107.71
4/28/2023,108.22
4/27/2023,108.37
4/26/2023,104.45
4/25/2023,104.61
4/24/2023,106.78
4/21/2023,105.91
4/20/2023,105.9
4/19/2023,105.02
4/18/2023,105.12
4/17/2023,106.42
4/14/2023,109.46
4/13/2023,108.19
4/12/2023,105.22
4/11/2023,106.12
4/10/2023,106.95
4/6/2023,108.9
4/5/2023,104.95
4/4/2023,105.12
4/3/2023,104.91
3/31/2023,104
3/30/2023,101.32
3/29/2023,101.9
3/28/2023,101.36
3/27/2023,103.06
3/24/2023,106.06
3/23/2023,106.26
3/22/2023,104.22
3/21/2023,105.84
3/20/2023,101.93
3/17/2023,102.46
3/16/2023,101.07
3/15/2023,96.55
3/14/2023,94.25
3/13/2023,91.66
3/10/2023,91.01
3/9/2023,92.66
3/8/2023,94.65
3/7/2023,94.17
3/6/2023,95.58
3/3/2023,94.02
3/2/2023,92.31
3/1/2023,90.51
2/28/2023,90.3
2/27/2023,90.1
2/24/2023,89.35
2/23/2023,91.07
2/22/2023,91.8
2/21/2023,92.05
2/17/2023,94.59
2/16/2023,95.78
2/15/2023,97.1
2/14/2023,94.95
2/13/2023,95
2/10/2023,94.86
2/9/2023,95.46
2/8/2023,100
2/7/2023,108.04
2/6/2023,103.47
2/3/2023,105.22
2/2/2023,108.8
2/1/2023,101.43
1/31/2023,99.87
1/30/2023,97.95
1/27/2023,100.71
1/26/2023,99.16
1/25/2023,96.73
1/24/2023,99.21
1/23/2023,101.21
1/20/2023,99.28
1/19/2023,93.91
1/18/2023,91.78
1/17/2023,92.16
1/13/2023,92.8
1/12/2023,91.91
1/11/2023,92.26
1/10/2023,89.24
1/9/2023,88.8
1/6/2023,88.16
1/5/2023,86.77
1/4/2023,88.71
1/3/2023,89.7
12/30/2022,88.73
12/29/2022,88.95
12/28/2022,86.46
12/27/2022,87.93
12/23/2022,89.81
12/22/2022,88.26
12/21/2022,90.25
12/20/2022,89.63
12/19/2022,89.15
12/16/2022,90.86
12/15/2022,91.2
12/14/2022,95.31
12/13/2022,95.85
12/12/2022,93.56
12/9/2022,93.07
12/8/2022,93.95
12/7/2022,95.15
12/6/2022,97.31
12/5/2022,99.87
12/2/2022,100.83
12/1/2022,101.28
11/30/2022,101.45
11/29/2022,95.44
11/28/2022,96.25
11/25/2022,97.6
11/23/2022,98.82
11/22/2022,97.33
11/21/2022,95.83
11/18/2022,97.8
11/17/2022,98.5
11/16/2022,98.99
11/15/2022,98.72
11/14/2022,96.03
11/11/2022,96.73
11/10/2022,94.17
11/9/2022,87.4
11/8/2022,88.91
11/7/2022,88.65
11/4/2022,86.7
11/3/2022,83.49
11/2/2022,87.07
11/1/2022,90.5
10/31/2022,94.66
10/28/2022,96.58
10/27/2022,92.6
10/26/2022,94.82
10/25/2022,104.93
10/24/2022,102.97
10/21/2022,101.48
10/20/2022,100.53
10/19/2022,100.29
10/18/2022,101.39
10/17/2022,100.78
10/14/2022,97.18
10/13/2022,99.71
10/12/2022,98.3
10/11/2022,98.05
10/10/2022,98.71
10/7/2022,99.57
10/6/2022,102.24
10/5/2022,102.22
10/4/2022,102.41
10/3/2022,99.3
9/30/2022,96.15
9/29/2022,98.09
9/28/2022,100.74
9/27/2022,98.09
9/26/2022,98.81
9/23/2022,99.17
9/22/2022,100.57
9/21/2022,100.01
9/20/2022,101.83
9/19/2022,103.85
9/16/2022,103.63
9/15/2022,103.9
9/14/2022,105.87
9/13/2022,105.31
9/12/2022,111.87
9/9/2022,111.78
9/8/2022,109.42
9/7/2022,110.48
9/6/2022,107.48
9/2/2022,108.68
9/1/2022,110.55
8/31/2022,109.15
8/30/2022,109.91
8/29/2022,110.34
8/26/2022,111.3
8/25/2022,117.7
8/24/2022,114.7
8/23/2022,114.77
8/22/2022,115.07
8/19/2022,118.12
8/18/2022,120.86
8/17/2022,120.32
8/16/2022,122.51
8/15/2022,122.88
8/12/2022,122.65
8/11/2022,119.82
8/10/2022,120.65
8/9/2022,117.5
8/8/2022,118.14
8/5/2022,118.22
8/4/2022,118.87
8/3/2022,118.78
8/2/2022,115.9
8/1/2022,115.48
7/29/2022,116.64
7/28/2022,114.59
7/27/2022,113.6
7/26/2022,105.44
7/25/2022,108.21
7/22/2022,108.36
7/21/2022,115.04
7/20/2022,114.7
7/19/2022,114.62
7/18/2022,109.91
7/15/2022,112.77
7/14/2022,111.44
7/13/2022,112.19
7/12/2022,114.85
7/11/2022,116.52
7/8/2022,120.17
7/7/2022,119.31
7/6/2022,115.21
7/5/2022,113.89
7/1/2022,109.08
6/30/2022,109.37
6/29/2022,112.26
6/28/2022,112.57
6/27/2022,116.62
6/24/2022,118.54
6/23/2022,112.68
6/22/2022,112.03
6/21/2022,112.01
6/17/2022,107.87
6/16/2022,106.64
6/15/2022,110.39
6/14/2022,107.19
6/13/2022,106.88
6/10/2022,111.43
6/9/2022,114.92
6/8/2022,117.24
6/7/2022,117.23
6/6/2022,117.01
6/3/2022,114.56
6/2/2022,117.75
6/1/2022,114.14
5/31/2022,114.04
5/27/2022,112.8
5/26/2022,108.3
5/25/2022,105.84
5/24/2022,105.93
5/23/2022,111.67
5/20/2022,109.31
5/19/2022,110.75
5/18/2022,112.4
5/17/2022,116.7
5/16/2022,114.79
5/13/2022,116.52
5/12/2022,113.16
5/11/2022,113.96
5/10/2022,114.58
5/9/2022,113.08
5/6/2022,115.66
5/5/2022,116.75
5/4/2022,122.57
5/3/2022,118.13
5/2/2022,117.16
4/29/2022,114.97
4/28/2022,119.41
4/27/2022,115.02
4/26/2022,119.51
4/25/2022,123.25
4/22/2022,119.61
4/21/2022,124.94
4/20/2022,128.25
4/19/2022,130.53
4/18/2022,127.96
4/14/2022,127.25
4/13/2022,130.29
4/12/2022,128.37
4/11/2022,129.8
4/8/2022,134.01
4/7/2022,136.46
4/6/2022,137.18
4/5/2022,141.06
4/4/2022,143.64
4/1/2022,140.7
3/31/2022,139.65
3/30/2022,142.64
3/29/2022,143.25
3/28/2022,141.95
3/25/2022,141.52
3/24/2022,141.31
3/23/2022,138.5
3/22/2022,140.28
3/21/2022,136.48
3/18/2022,136.8
3/17/2022,134.6
3/16/2022,133.69
3/15/2022,129.66
3/14/2022,126.74
3/11/2022,130.48
3/10/2022,132.68
3/9/2022,133.87
3/8/2022,127.28
3/7/2022,126.46
3/4/2022,132.12
3/3/2022,134.31
3/2/2022,134.75
3/1/2022,134.17
2/28/2022,134.89
2/25/2022,134.52
2/24/2022,132.67
2/23/2022,127.58
2/22/2022,129.4
2/18/2022,130.47
2/17/2022,132.31
2/16/2022,137.49
2/15/2022,136.43
2/14/2022,135.3
2/11/2022,134.13
2/10/2022,138.6
2/9/2022,141.45
2/8/2022,139.21
2/7/2022,138.94
2/4/2022,143.02
2/3/2022,142.65
2/2/2022,148.04
2/1/2022,137.88
1/31/2022,135.7
1/28/2022,133.29
1/27/2022,129.12
1/26/2022,129.24
1/25/2022,126.74
1/24/2022,130.37
1/21/2022,130.09
1/20/2022,133.51
1/19/2022,135.65
1/18/2022,136.29
1/14/2022,139.79
1/13/2022,139.13
1/12/2022,141.65
1/11/2022,140.02
1/10/2022,138.57
1/7/2022,137
1/6/2022,137.55
1/5/2022,137.65
1/4/2022,144.42
1/3/2022,145.07
12/31/2021,144.68
12/30/2021,146
12/29/2021,146.5
12/28/2021,146.45
12/27/2021,148.06
12/23/2021,147.14
12/22/2021,146.95
12/21/2021,144.22
12/20/2021,142.4
12/17/2021,142.8
12/16/2021,144.84
12/15/2021,147.37
12/14/2021,144.97
12/13/2021,146.7
12/10/2021,148.68
12/9/2021,148.11
12/8/2021,148.72
12/7/2021,148.04
12/6/2021,143.8
12/3/2021,142.52
12/2/2021,143.78
12/1/2021,141.62
11/30/2021,142.45
11/29/2021,146.11
11/26/2021,142.81
11/24/2021,146.72
11/23/2021,146.76
11/22/2021,147.08
11/19/2021,149.95
11/18/2021,150.71
11/17/2021,149.06
11/16/2021,149.08
11/15/2021,149.39
11/12/2021,149.65
11/11/2021,146.75
11/10/2021,146.63
11/9/2021,149.25
11/8/2021,149.35
11/5/2021,149.24
11/4/2021,148.68
11/3/2021,146.79
11/2/2021,145.86
11/1/2021,143.77
10/29/2021,148.27
10/28/2021,146.13
10/27/2021,146.43
10/26/2021,139.67
10/25/2021,138.77
10/22/2021,138.62
10/21/2021,142.78
10/20/2021,142.41
10/19/2021,143.82
10/18/2021,142.96
10/15/2021,141.68
10/14/2021,141.41
10/13/2021,137.9
10/12/2021,136.71
10/11/2021,138.85
10/8/2021,140.06
10/7/2021,139.19
10/6/2021,137.35
10/5/2021,136.18
10/4/2021,133.76
10/1/2021,136.46
9/30/2021,133.27
9/29/2021,134.52
9/28/2021,136.18
9/27/2021,141.5
9/24/2021,142.63
9/23/2021,141.83
9/22/2021,140.94
9/21/2021,139.65
9/20/2021,139.02
9/17/2021,141.46
9/16/2021,144.37
9/15/2021,145.21
9/14/2021,143.41
9/13/2021,143.47
9/10/2021,141.92
9/9/2021,144.91
9/8/2021,144.88
9/7/2021,145.52
9/3/2021,144.78
9/2/2021,144.22
9/1/2021,145.84
8/31/2021,145.46
8/30/2021,145.47
8/27/2021,144.55
8/26/2021,142.12
8/25/2021,142.95
8/24/2021,142.4
8/23/2021,141.1
8/20/2021,138.44
8/19/2021,136.91
8/18/2021,136.57
8/17/2021,137.3
8/16/2021,138.92
8/13/2021,138.41
8/12/2021,138.39
8/11/2021,137.69
8/10/2021,138.1
8/9/2021,138
8/6/2021,137.04
8/5/2021,136.94
8/4/2021,136.03
8/3/2021,136.28
8/2/2021,135.99
7/30/2021,135.22
7/29/2021,136.54
7/28/2021,136.38
7/27/2021,136.8
7/26/2021,139.64
7/23/2021,137.82
7/22/2021,133.33
7/21/2021,132.6
7/20/2021,131.1
7/19/2021,129.25
7/16/2021,131.85
7/15/2021,131.27
7/14/2021,132.08
7/13/2021,130.99
7/12/2021,130.56
7/9/2021,129.57
7/8/2021,129.18
7/7/2021,130.08
7/6/2021,129.77
7/2/2021,128.72
7/1/2021,126.37
6/30/2021,125.32
6/29/2021,126.02
6/28/2021,126.82
6/25/2021,127
6/24/2021,127.28
6/23/2021,126.46
6/22/2021,127
6/21/2021,126.45
6/18/2021,125.57
6/17/2021,126.37
6/16/2021,125.7
6/15/2021,126.03
6/14/2021,126.35
6/11/2021,125.7
6/10/2021,126.08
6/9/2021,124.57
6/8/2021,124.14
6/7/2021,123.3
6/4/2021,122.59
6/3/2021,120.23
6/2/2021,121.06
6/1/2021,121.49
5/28/2021,120.58
5/27/2021,120.13
5/26/2021,121.68
5/25/2021,120.45
5/24/2021,120.33
5/21/2021,117.25
5/20/2021,117.8
5/19/2021,115.44
5/18/2021,115.17
5/17/2021,116.07
5/14/2021,115.81
5/13/2021,113.1
5/12/2021,111.95
5/11/2021,115.44
5/10/2021,117.08
5/7/2021,119.93
5/6/2021,119.07
5/5/2021,117.84
5/4/2021,117.71
5/3/2021,119.76
4/30/2021,120.51
4/29/2021,121.49
4/28/2021,119
4/27/2021,115.36
4/26/2021,116.34
4/23/2021,115.77
4/22/2021,113.4
4/21/2021,114.66
4/20/2021,114.68
4/19/2021,115.12
4/16/2021,114.89
4/15/2021,114.83
4/14/2021,112.74
4/13/2021,113.36
4/12/2021,112.74
4/9/2021,114.29
4/8/2021,113.27
4/7/2021,112.48
4/6/2021,111.24
4/5/2021,111.28
4/1/2021,106.89
3/31/2021,103.43
3/30/2021,102.78
3/29/2021,102.8
3/26/2021,101.78
3/25/2021,102.22
3/24/2021,102.25
3/23/2021,102.65
3/22/2021,101.93
3/19/2021,102.16
3/18/2021,101.81
3/17/2021,104.55
3/16/2021,104.63
3/15/2021,103.32
3/12/2021,103.1
3/11/2021,105.74
3/10/2021,102.75
3/9/2021,102.64
3/8/2021,101.21
3/5/2021,105.43
3/4/2021,102.45
3/3/2021,101.34
3/2/2021,103.79
3/1/2021,104.08
2/26/2021,101.84
2/25/2021,101.57
2/24/2021,104.76
2/23/2021,103.54
2/22/2021,103.24
2/19/2021,105.06
2/18/2021,105.86
2/17/2021,106.42
2/16/2021,106.09
2/12/2021,105.21
2/11/2021,104.79
2/10/2021,104.77
2/9/2021,104.18
2/8/2021,104.65
2/5/2021,104.9
2/4/2021,103.12
2/3/2021,103.5
2/2/2021,96.38
2/1/2021,95.07
1/29/2021,91.79
1/28/2021,93.16
1/27/2021,91.54
1/26/2021,95.86
1/25/2021,94.97
1/22/2021,95.05
1/21/2021,94.56
1/20/2021,94.34
1/19/2021,89.54
1/15/2021,86.81
1/14/2021,87.01
1/13/2021,87.72
1/12/2021,87.33
1/11/2021,88.34
1/8/2021,90.36
1/7/2021,89.36
1/6/2021,86.76
1/5/2021,87.05
1/4/2021,86.41
12/31/2020,87.59
12/30/2020,86.98
12/29/2020,87.94
12/28/2020,88.8
12/24/2020,86.94
12/23/2020,86.62
12/22/2020,86.17
12/21/2020,86.97
12/18/2020,86.55
12/17/2020,87.39
12/16/2020,88.15
12/15/2020,88.39
12/14/2020,88
12/11/2020,89.09
12/10/2020,88.77
12/9/2020,89.21
12/8/2020,90.93
12/7/2020,90.97
12/4/2020,91.4
12/3/2020,91.34
12/2/2020,91.4
12/1/2020,89.91
11/30/2020,88.04
11/27/2020,89.66
11/25/2020,88.57
11/24/2020,88.44
11/23/2020,86.74
11/20/2020,87.11
11/19/2020,88.2
11/18/2020,87.34
11/17/2020,88.51
11/16/2020,89.07
11/13/2020,88.85
11/12/2020,87.49
11/11/2020,87.64
11/10/2020,87.02
11/9/2020,88.15
11/6/2020,88.09
11/5/2020,88.17
11/4/2020,87.46
11/3/2020,82.51
11/2/2020,81.3
10/30/2020,81.05
10/29/2020,78.36
10/28/2020,75.83
10/27/2020,80.21
10/26/2020,79.52
10/23/2020,82.05
10/22/2020,80.77
10/21/2020,79.67
10/20/2020,77.8
10/19/2020,76.73
10/16/2020,78.65
10/15/2020,77.96
10/14/2020,78.4
10/13/2020,78.58
10/12/2020,78.46
10/9/2020,75.76
10/8/2020,74.3
10/7/2020,73.01
10/6/2020,72.67
10/5/2020,74.3
10/2/2020,72.92
10/1/2020,74.5
9/30/2020,73.48
9/29/2020,73.47
9/28/2020,73.23
9/25/2020,72.25
9/24/2020,71.41
9/23/2020,70.76
9/22/2020,73.27
9/21/2020,71.56
9/18/2020,73
9/17/2020,74.78
9/16/2020,76.05
9/15/2020,77.07
9/14/2020,75.96
9/11/2020,76.04
9/10/2020,76.6
9/9/2020,77.85
9/8/2020,76.62
9/4/2020,79.55
9/3/2020,82.09
9/2/2020,86.41
9/1/2020,83.04
8/31/2020,81.71
8/28/2020,82.22
8/27/2020,81.72
8/26/2020,82.62
8/25/2020,80.41
8/24/2020,79.41
8/21/2020,79.02
8/20/2020,79.09
8/19/2020,77.38
8/18/2020,77.93
8/17/2020,75.9
8/14/2020,75.39
8/13/2020,75.92
8/12/2020,75.33
8/11/2020,74.02
8/10/2020,74.81
8/7/2020,74.72
8/6/2020,75
8/5/2020,73.68
8/4/2020,73.25
8/3/2020,73.72
7/31/2020,74.15
7/30/2020,76.57
7/29/2020,76.1
7/28/2020,75.02
7/27/2020,76.51
7/24/2020,75.59
7/23/2020,75.78
7/22/2020,78.42
7/21/2020,77.92
7/20/2020,78.29
7/17/2020,75.78
7/16/2020,75.9
7/15/2020,75.68
7/14/2020,76.03
7/13/2020,75.57
7/10/2020,77.09
7/9/2020,75.55
7/8/2020,74.8
7/7/2020,74.26
7/6/2020,74.78
7/2/2020,73.23
7/1/2020,71.9
6/30/2020,70.68
6/29/2020,69.75
6/26/2020,68
6/25/2020,72.07
6/24/2020,71.6
6/23/2020,73.22
6/22/2020,72.59
6/19/2020,71.59
6/18/2020,71.8
6/17/2020,72.56
6/16/2020,72.14
6/15/2020,70.99
6/12/2020,70.66
6/11/2020,70.19
6/10/2020,73.29
6/9/2020,72.81
6/8/2020,72.33
6/5/2020,71.92
6/4/2020,70.61
6/3/2020,71.82
6/2/2020,71.96
6/1/2020,71.59
5/29/2020,71.45
5/28/2020,70.84
5/27/2020,70.89
5/26/2020,70.85
5/22/2020,70.52
5/21/2020,70.14
5/20/2020,70.34
5/19/2020,68.67
5/18/2020,69.2
5/15/2020,68.66
5/14/2020,67.81
5/13/2020,67.47
5/12/2020,68.79
5/11/2020,70.16
5/8/2020,69.42
5/7/2020,68.63
5/6/2020,67.36
5/5/2020,67.56
5/4/2020,66.34
5/1/2020,66.03
4/30/2020,67.43
4/29/2020,67.07
4/28/2020,61.68
4/27/2020,63.79
