Date,GOOG
4/2/2015,26.7
4/1/2015,27.05
3/31/2015,27.32
3/30/2015,27.53
3/27/2015,27.34
3/26/2015,27.68
3/25/2015,27.86
3/24/2015,28.43
3/23/2015,27.86
3/20/2015,27.94
3/19/2015,27.82
3/18/2015,27.9
3/17/2015,27.47
3/16/2015,27.65
3/13/2015,27.29
3/12/2015,27.7
3/11/2015,27.48
3/10/2015,27.67
3/9/2015,28.36
3/6/2015,28.31
3/5/2015,28.69
3/4/2015,28.59
3/3/2015,28.6
3/2/2015,28.49
2/27/2015,27.84
2/26/2015,27.7
2/25/2015,27.12
2/24/2015,26.73
2/23/2015,26.52
2/20/2015,26.87
2/19/2015,27.07
2/18/2015,26.91
2/17/2015,27.07
2/13/2015,27.38
2/12/2015,27.07
2/11/2015,26.73
2/10/2015,26.77
2/9/2015,26.32
2/6/2015,26.48
2/5/2015,26.31
2/4/2015,26.07
2/3/2015,26.39
2/2/2015,26.35
1/30/2015,26.65
1/29/2015,25.46
1/28/2015,25.43
1/27/2015,25.86
1/26/2015,26.69
1/23/2015,26.92
1/22/2015,26.65
1/21/2015,25.83
1/20/2015,25.28
1/16/2015,25.33
1/15/2015,25.02
1/14/2015,24.97
1/13/2015,24.74
1/12/2015,24.56
1/9/2015,24.74
1/8/2015,25.07
1/7/2015,24.99
1/6/2015,25.03
1/5/2015,25.62
1/2/2015,26.17
12/31/2014,26.25
12/30/2014,26.45
12/29/2014,26.44
12/26/2014,26.63
12/24/2014,26.37
12/23/2014,26.46
12/22/2014,26.17
12/19/2014,25.75
12/18/2014,25.49
12/17/2014,25.18
12/16/2014,24.7
12/15/2014,25.62
12/12/2014,25.86
12/11/2014,26.34
12/10/2014,26.23
12/9/2014,26.6
12/8/2014,26.28
12/5/2014,26.19
12/4/2014,26.79
12/3/2014,26.49
12/2/2014,26.61
12/1/2014,26.62
11/28/2014,27.02
11/26/2014,26.94
11/25/2014,26.98
11/24/2014,26.89
11/21/2014,26.8
11/20/2014,26.67
11/19/2014,26.78
11/18/2014,26.68
11/17/2014,26.75
11/14/2014,27.15
11/13/2014,27.19
11/12/2014,27.29
11/11/2014,27.44
11/10/2014,27.3
11/7/2014,26.98
11/6/2014,27.03
11/5/2014,27.22
11/4/2014,27.63
11/3/2014,27.68
10/31/2014,27.88
10/30/2014,27.44
10/29/2014,27.39
10/28/2014,27.37
10/27/2014,26.96
10/24/2014,26.92
10/23/2014,27.12
10/22/2014,26.56
10/21/2014,26.25
10/20/2014,25.97
10/17/2014,25.49
10/16/2014,26.15
10/15/2014,26.43
10/14/2014,26.82
10/13/2014,26.59
10/10/2014,27.15
10/9/2014,27.97
10/8/2014,28.55
10/7/2014,28.11
10/6/2014,28.79
10/3/2014,28.69
10/2/2014,28.43
10/1/2014,28.34
9/30/2014,28.79
9/29/2014,28.74
9/26/2014,28.78
9/25/2014,28.67
9/24/2014,29.32
9/23/2014,28.98
9/22/2014,29.29
9/19/2014,29.72
9/18/2014,29.38
9/17/2014,29.16
9/16/2014,28.92
9/15/2014,28.58
9/12/2014,28.7
9/11/2014,28.99
9/10/2014,29.08
9/9/2014,28.97
9/8/2014,29.41
9/5/2014,29.22
9/4/2014,29.02
9/3/2014,28.82
9/2/2014,28.79
8/29/2014,28.5
8/28/2014,28.38
8/27/2014,28.47
8/26/2014,28.81
8/25/2014,28.93
8/22/2014,29.05
8/21/2014,29.09
8/20/2014,29.14
8/19/2014,29.26
8/18/2014,29.03
8/15/2014,28.6
8/14/2014,28.65
8/13/2014,28.66
8/12/2014,28.06
8/11/2014,28.32
8/8/2014,28.36
8/7/2014,28.09
8/6/2014,28.24
8/5/2014,28.18
8/4/2014,28.58
8/1/2014,28.23
7/31/2014,28.5
7/30/2014,29.29
7/29/2014,29.2
7/28/2014,29.45
7/25/2014,29.37
7/24/2014,29.59
7/23/2014,29.72
7/22/2014,29.66
7/21/2014,29.39
7/18/2014,29.67
7/17/2014,28.61
7/16/2014,29.05
7/15/2014,29.16
7/14/2014,29.16
7/11/2014,28.88
7/10/2014,28.48
7/9/2014,28.73
7/8/2014,28.48
7/7/2014,29.03
7/3/2014,29.16
7/2/2014,29.04
7/1/2014,29.05
6/30/2014,28.69
6/27/2014,28.78
6/26/2014,28.72
6/25/2014,28.85
6/24/2014,28.15
6/23/2014,28.17
6/20/2014,27.74
6/19/2014,27.67
6/18/2014,27.59
6/17/2014,27.08
6/16/2014,27.14
6/13/2014,27.51
6/12/2014,27.49
6/11/2014,27.87
6/10/2014,27.95
6/9/2014,28.03
6/6/2014,27.74
6/5/2014,27.62
6/4/2014,27.16
6/3/2014,27.17
6/2/2014,27.62
5/30/2014,27.92
5/29/2014,27.93
5/28/2014,28.01
5/27/2014,28.22
5/23/2014,27.56
5/22/2014,27.18
5/21/2014,26.87
5/20/2014,26.42
5/19/2014,26.37
5/16/2014,25.96
5/15/2014,25.93
5/14/2014,26.26
5/13/2014,26.58
5/12/2014,26.42
5/9/2014,25.87
5/8/2014,25.48
5/7/2014,25.43
5/6/2014,25.69
5/5/2014,26.32
5/2/2014,26.32
5/1/2014,26.49
4/30/2014,26.26
4/29/2014,26.31
4/28/2014,25.79
4/25/2014,25.74
4/24/2014,26.19
4/23/2014,26.27
4/22/2014,26.67
4/21/2014,26.36
4/17/2014,26.73
4/16/2014,27.75
4/15/2014,26.75
4/14/2014,26.55
4/11/2014,26.46
4/10/2014,26.97
4/9/2014,28.13
4/8/2014,27.67
4/7/2014,26.83
4/4/2014,27.08
4/3/2014,28.41
4/2/2014,28.27
4/1/2014,28.28
3/31/2014,27.77
3/28/2014,27.92
